domain,first_seen,campaign_type,prospect_url,synthesia_target,dr,traffic,status,contact_name,contact_email,date_enriched,date_outreached,notes
jrlanguage.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
omniplexlearning.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
techclass.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
globalinterpreting.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
storiesincorporated.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
ititranslates.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
adverbum.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
enterprisetube.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
vatis.tech,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
interproinc.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
ehscareers.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
weet.co,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
marketbetter.ai,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
ottolearn.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
ivannovation.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
atlantictraining.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
multilingualconnections.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
deephow.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
goodmanlantern.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
longstories.ai,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
transyncai.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
truefan.ai,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
adhoc-translations.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
astlanguage.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
learningzen.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
1stopasia.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
shortgenius.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
storytellervideos.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
codeoftalent.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
pitchavatar.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
aidubbing.io,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
tryhooked.ai,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
bonomotion.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
blog.andovar.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
travod.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
aimagicx.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
webrand.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
gmarketing.io,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
vireovideo.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
blog.jobpixel.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
tyfoom.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
blog.ollang.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
lemonfox.ai,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
rippleanimation.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
captioningstar.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
udext.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
keevx.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
hashmeta.ai,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
optimational.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
thinkbrandedmedia.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
convey911.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
aglatech14.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
saasconsult.co,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
noiz.ai,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
subsub.io,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
almtranslations.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
spoken-here.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
braahmam.net,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
ngram.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
aviewint.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
articles.speakatoo.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
trembit.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
fatcowdigital.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
dubly.ai,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
nlsblog.org,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
ugcfactory.io,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
voiceovermaker.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
easycontent.io,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
translinguist.com,2026-04-08,niche-edit,,https://www.synthesia.io/features/video-translator,,,pushed-to-replyio,,,2026-04-08,2026-04-08,video-translator campaign
