Company Name,Domain,Website URL,Category,Domain Rating,Organic Traffic,Organic Keywords,Discovery Method,Has YouTube Channel,YouTube Channel URL,YouTube Subscribers,Has Website Videos,Total Videos Found,Video 1 URL,Video 1 Type,Video 1 Title,Video 2 URL,Video 2 Type,Video 2 Title,Video 3 URL,Video 3 Type,Video 3 Title,Video 4 URL,Video 4 Type,Video 4 Title,Video 5 URL,Video 5 Type,Video 5 Title,Video 6 URL,Video 6 Type,Video 6 Title,Video 7 URL,Video 7 Type,Video 7 Title,Video 8 URL,Video 8 Type,Video 8 Title,Video 9 URL,Video 9 Type,Video 9 Title,Video 10 URL,Video 10 Type,Video 10 Title
Impact.com,impact.com,https://impact.com/,,87.0,115696,7200,Website Video Scrape,No,,,Yes,2,https://www.youtube.com/watch?v=6XV1O9bZjI0,youtube_embed,impact.com Tutorial for Beginners - YouTube,https://m.youtube.com/watch?v=IpwWETW-IzU&pp=0gcJCaIKAYcqIYzv,youtube_embed,The ONLY Affiliate Marketing Prompt You Need in 2026 ... - YouTube,,,,,,,,,,,,,,,,,,,,,,,,
Instructure,instructure.com,https://www.instructure.com,,87.0,5451387,36048,Website Video Scrape,No,,,Yes,9,https://www.youtube.com/watch?v=gaCwZqLrkpY,youtube_embed,Using Canvas for the First Time — A Demo Walkthrough - YouTube,https://www.instructure.com/resources/videos/canvas-demo,unknown,Video: Canvas Demo - Instructure,https://www.youtube.com/watch?v=7oUVO7_M8yo,youtube_embed,Getting Started With Canvas LMS | Demo - YouTube,https://sph.unc.edu/iis/demo-videos/,unknown,Demo Videos on Canvas and Related Tools - UNC Gillings School,https://www.youtube.com/watch?v=jNeeMaUVk9I,youtube_embed,Canvas LMS Made SIMPLE - Your First Day Guide! - YouTube,https://www.instructure.com/resources/videos/canvas-studio-product-demo,unknown,Canvas + Studio Product Demo,https://www.instructure.com/resources/videos,unknown,Videos - Instructure,https://www.youtube.com/watch?v=9HPpLbhIpnc,youtube_embed,Canvas + Studio by Instructure - YouTube,https://www.instructure.com/en-gb/resources/videos/video-dropbox-canvas-demo,unknown,Video: Dropbox + Canvas Demo - Instructure,,,
Jasper,jasper.ai,https://www.jasper.ai/webinars/business-demo,,87.0,196577,13682,Website Video Scrape,No,,,Yes,4,https://www.youtube.com/playlist?list=PL2IDYGz13T519SdIUX30gc6uLXwYaz-YL,youtube_embed,Jasper.ai - YouTube,https://www.youtube.com/watch?v=vs8l1xWwYqo,youtube_embed,Jasper AI Tutorial 1 - Beginner Basics - YouTube,https://www.youtube.com/watch?v=ntyxDcWv6qk,youtube_embed,Jasper AI Tutorial | Full Walkthrough & Comparison to ChatGPT,https://www.youtube.com/watch?v=hYGW3yMObE0,youtube_embed,Using Jasper For First Timers - Jasper Demo - YouTube,,,,,,,,,,,,,,,,,,
2Checkout (Verifone),2checkout.com,https://www.2checkout.com/,,86.0,12728,334,YouTube API,Yes,https://www.youtube.com/@2checkout,1460,No,5,https://www.youtube.com/watch?v=eJL00SCf7XE,youtube_channel,"Boost Global Conversions with User Experience &amp; Design, Featuring Alex Harris",https://www.youtube.com/watch?v=1grh1HYWBZI,youtube_channel,Global Pricing Strategies: Value-Based Pricing,https://www.youtube.com/watch?v=tKs49u6HEes,youtube_channel,E-Commerce Fraud Report: Account Takeover Fraud,https://www.youtube.com/watch?v=meEazfNtiaY,youtube_channel,Accept Payments. Globally - 2Checkout,https://www.youtube.com/watch?v=V6oozNrlUeA,youtube_channel,Guest Lecture with Perry Marshall: Maximizing Conversions through Facebook and Google AdWords,,,,,,,,,,,,,,,
Alchemer,alchemer.com,https://www.alchemer.com,,86.0,41171,4809,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=A0cdaGvb9NE,youtube_embed,Alchemer Survey Software - YouTube,https://www.youtube.com/watch?v=vlenw6YnPpQ,youtube_embed,Alchemer Tutorial For Beginners - How To Use Alchemer - YouTube,https://www.youtube.com/watch?v=Hg_CBl2_Vxs,youtube_embed,How to Use Alchemer as a Beginner 2025 - YouTube,https://www.youtube.com/watch?v=wIXqyQofR1Y,youtube_embed,The Alchemer Platform – From Data Collection to People Connections,https://www.youtube.com/watch?v=YuD2nHUS1y8,youtube_embed,Alchemer Survey Software for Market Researchers - YouTube,,,,,,,,,,,,,,,
Amplitude,academy.amplitude.com,https://academy.amplitude.com/page/videos,,86.0,326,88,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=uh6laOWxR5A,youtube_embed,Amplitude Product Demo - 2021 - YouTube,https://www.youtube.com/watch?v=4BJUdaYM2xA,youtube_embed,How to Drive Feature Adoption | Amplitude Demo for Product Teams,https://www.youtube.com/c/Amplitude_HQ,youtube_embed,Amplitude,https://www.youtube.com/watch?v=XFfL-mibFQA,youtube_embed,Amplitude Tutorial for Beginners | Analytics Platform Setup & Demo,https://academy.amplitude.com/page/videos,unknown,Watch a Video,,,,,,,,,,,,,,,
Athenahealth,athenahealth.com,https://www.athenahealth.com,,86.0,647472,14879,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/playlist?list=PLh8xCXrFOv_gJeoZIWzlqtyvD2IP4vF9u,youtube_embed,athenahealth Demos - YouTube,https://www.youtube.com/watch?v=H_oqpkrd3Tw,youtube_embed,athenaOne Demo - YouTube,https://www.youtube.com/watch?v=b6RlugVZD9o,youtube_embed,Patient Self-Scheduling | Mini Demo | athenahealth - YouTube,https://www.youtube.com/watch?v=dJ1h3ZWikww,youtube_embed,AthenaHealth Tutorial for Beginners - YouTube,https://www.youtube.com/watch?v=gyf51Xhkn-4,youtube_embed,3_athenaOne® Education Session athenaOne Demonstration,,,,,,,,,,,,,,,
Blackbaud,blackbaud.com,https://www.blackbaud.com,,86.0,111053,12354,Website Video Scrape,No,,,Yes,6,https://www.youtube.com/watch?v=7BtgM0z-R2M,youtube_embed,Blackbaud CRM Review & Demo | Everything You Need to Know ...,https://www.youtube.com/watch?v=gACIB3t601w,youtube_embed,Blackbaud Raiser's Edge NXT Tutorial for Beginners - YouTube,https://www.youtube.com/watch?v=REvtFkzhjLE,youtube_embed,Blackbaud Financial Edge NXT Training for Beginners - YouTube,https://www.youtube.com/watch?v=5XHx6nqjDeY,youtube_embed,Blackbaud Financial Edge Nxt Training (2026) Review - YouTube,https://www.youtube.com/watch?v=gd7CfQcJh4s,youtube_embed,AP Automation + Payments in Blackbaud Financial Edge NXT,https://www.youtube.com/playlist?list=PLUBrrsbFvx1EpeyNoy95c4N6noLm1az4m,youtube_embed,PaperSave for Blackbaud Financial Edge NXT and Raiser's Edge NXT,,,,,,,,,,,,
BuiltWith,builtwith.com,https://www.builtwith.com,,86.0,1014982,27113,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=lAUeCc_Kjl0,youtube_embed,How to Use BuiltWith Pro | BuiltWith Lead Generation Tutorial (2024),https://www.facebook.com/builtwith/videos/builtwith-leadseye-demo/455560358965373/,unknown,This is a demo of the LeadsEye tool from BuiltWith. - Facebook,https://vimeo.com/builtwithcom,vimeo,BuiltWith - Vimeo,https://www.youtube.com/watch?v=cNlQbwNATqY,youtube_embed,Here is how I use builtwith for free for my B2B Clients (Clay Tutorial),https://www.youtube.com/watch?v=UThO1vh1EEY,youtube_embed,Discover what software your customers are using - YouTube,,,,,,,,,,,,,,,
BuzzSumo,buzzsumo.com,https://www.buzzsumo.com,,86.0,45985,5425,Website Video Scrape,No,,,Yes,4,https://www.youtube.com/watch?v=p7yreKw5PF0,youtube_embed,BuzzSumo Tutorial & Demo 2024 [See How to Use it Like a PRO],https://www.youtube.com/watch?v=rZbtJxzErq0,youtube_embed,What Is BuzzSumo? - Find Out In Just 3 Minutes! - YouTube,https://www.youtube.com/watch?v=V4oLRCrIbTA,youtube_embed,"How, why and when to use BuzzSumo - YouTube",https://www.youtube.com/watch?v=DWmGQ0Hvl40,youtube_embed,Competitor Shared Content Analysis with Buzzsumo - YouTube,,,,,,,,,,,,,,,,,,
Canny,canny.io,https://canny.io/,,86.0,17499,2404,Website Video Scrape,No,,,Yes,4,https://www.youtube.com/watch?v=3pSd2A9Cg5k,youtube_embed,Canny 101 | Full Tutorial | Demo | Intro - YouTube,https://www.youtube.com/watch?v=hae1vEUoMxU,youtube_embed,Welcome to Canny! - YouTube,https://www.youtube.com/watch?v=pdT6fPjGQsQ,youtube_embed,How to set up Canny (Office Hours) - YouTube,https://www.youtube.com/watch?v=2Ph0y0_vgR8,youtube_embed,How to Collect Customer Feedback Using Canny.io - YouTube,,,,,,,,,,,,,,,,,,
ClickBank,clickbank.com,https://www.clickbank.com,,86.0,402702,4310,Website Video Scrape,No,,,Yes,4,https://www.youtube.com/watch?v=rBfsV3sORmA,youtube_embed,Use This AI Tool To Make Money With Clickbank Affiliate Marketing,https://www.youtube.com/watch?v=QE6YPJkLqUk,youtube_embed,Start Making Money With Clickbank In 2025! - YouTube,https://www.youtube.com/watch?v=oI-4NW4Kgp4,youtube_embed,Clickbank Automated AI Product Reviews: Affiliate Marketing With ...,https://www.facebook.com/marketingmechaniks/videos/clickbank-engine-cb-engine-demo-top-video/785831155608721/?locale=tr_TR,unknown,Clickbank Engine Cb Engine Demo Top Video - Facebook,,,,,,,,,,,,,,,,,,
CrowdStrike,crowdstrike.com,https://www.crowdstrike.com,,86.0,680734,38619,Website Video Scrape,No,,,Yes,4,https://www.crowdstrike.com/en-us/resources/demos/,unknown,Demos - CrowdStrike,https://www.youtube.com/watch?v=79mt-zK1u2M,youtube_embed,Falcon Endpoint Protection Demo - CrowdStrike - YouTube,https://www.youtube.com/watch?v=_epr9HpRHBY,youtube_embed,CrowdStrike Falcon Newbie Tutorial | Cybersecurity Platform Demo ...,https://www.crowdstrike.com/en-us/resources/videos/how-to-spot-your-vulnerabilities/,unknown,Using Falcon Spotlight for Vulnerability Management - CrowdStrike,,,,,,,,,,,,,,,,,,
Fastly,fastly.com,https://www.fastly.com,,86.0,54794,5005,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=bsV8czGmVHk,youtube_embed,Fastly MCP Server Demo: Using Claude - YouTube,https://www.youtube.com/@Fastly-Inc/videos,youtube_embed,Fastly - YouTube,https://www.fastly.com/video/redmonk-what-is-ai-at-the-edge-how-fastly-response-caching-aims-to-reduce-costs-and-improve-performance,unknown,What is AI at the Edge? - Fastly's Response Caching,https://www.youtube.com/watch?v=xW4JCoJ3W2I,youtube_embed,"Demo: Introducing A10 Next-Gen WAF, Powered by Fastly - YouTube",https://www.youtube.com/watch?v=hdE-rMAdYVY,youtube_embed,Kong Konnect: Get Started with Kong Gateway in 10 Minutes,,,,,,,,,,,,,,,
FreshBooks,freshbooks.com,https://www.freshbooks.com,,86.0,341991,65165,Website Video Scrape,No,,,Yes,4,https://www.youtube.com/watch?v=S8-f_mxzsEk,youtube_embed,Ultimate FreshBooks Tutorial 2026 | Accounting Software for Service ...,https://www.youtube.com/user/freshbooks,youtube_embed,FreshBooks - YouTube,https://www.youtube.com/watch?v=dXfqIYujAJA,youtube_embed,Freshbooks Accounting Software Tutorial (2022) - YouTube,https://www.youtube.com/watch?v=F49fom1e9-o,youtube_embed,How To Use FreshBooks Accounting for Beginners (Tutorial),,,,,,,,,,,,,,,,,,
GiveSmart,givesmart.com,https://www.givesmart.com,,86.0,31541,2859,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=KiwMJ_zUBOg,youtube_embed,GiveSmart Tutorial for Beginners | Donor Management CRM Demo,https://www.givesmart.com/video-product-demo-how-givesmart-can-support-year-round-growth-and-sustainability/,unknown,[Product Demo] How GiveSmart Can Support Year-Round Growth ...,https://www.givesmart.com/video-product-demo-plant-the-seeds-of-success-with-givesmart-features-for-spring-events/,unknown,[Product Demo] Plant the Seeds of Success with GiveSmart Features ...,https://www.givesmart.com/video-product-demo-unlock-operational-efficiency-with-one-connected-nonprofit-suite/,unknown,[Product Demo] Unlock Operational Efficiency with One Connected ...,https://www.givesmart.com/video-take-a-tour-of-givesmart/,unknown,Video - Tour GiveSmart On-Demand,,,,,,,,,,,,,,,
Gusto,gusto.com,https://www.gusto.com,,86.0,1182267,56828,Website Video Scrape,No,,,Yes,3,https://www.youtube.com/watch?v=mPHvgbxiXAI,youtube_embed,Gusto Payroll Demo - New Updates and Features for ... - YouTube,https://www.youtube.com/watch?v=Fs8No5K9dnA,youtube_embed,Gusto Payroll Demo - YouTube,https://www.youtube.com/watch?v=uga7vdvJSPY,youtube_embed,How to Run Payroll on Gusto in 2026 - YouTube,,,,,,,,,,,,,,,,,,,,,
Healthgrades,resources.healthgrades.com,https://resources.healthgrades.com/partners/patient-direct-connect-gives-health-systems-a-competitive-advantage-over-organic-listings,,86.0,898867,267467,Website Video Scrape,No,,,Yes,1,https://www.youtube.com/watch?v=AzYnPDfn59o,youtube_embed,Healthgrades.com 2.0 [Healthgrades] App Demo - YouTube,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infogram,infogram.com,https://www.infogram.com,,86.0,104263,17525,Website Video Scrape,No,,,Yes,2,https://www.youtube.com/watch?v=QRoKQBLKqOs,youtube_embed,2.1 Create charts with Infogram Part 1 (Infographics with ... - YouTube,https://www.youtube.com/watch?v=Och6ulGmPUo,youtube_embed,For Writers: Turn Complex Data into Pro-Level Charts with Infogram,,,,,,,,,,,,,,,,,,,,,,,,
Jenkins,jenkins.io,https://www.jenkins.io/doc/tutorials/,,86.0,215013,9503,Website Video Scrape,No,,,Yes,4,https://www.youtube.com/watch?v=ecTqBWP4k88,youtube_embed,Jenkins Tutorial for Beginners – Full Guide to CI/CD - YouTube,https://www.youtube.com/watch?v=SCi8ubL0kyE,youtube_embed,Jenkins Demo - YouTube,https://www.youtube.com/watch?v=bjelFjcY_o8,youtube_embed,Jenkins Tutorial For Beginners | QA | Crash Course - YouTube,https://www.youtube.com/watch?v=OXP8YBPBdgw,youtube_embed,Learn Jenkins Fast! A Simple Jenkins CI Tutorial for Beginners,,,,,,,,,,,,,,,,,,
Birdeye,birdeye.com,https://www.birdeye.com,,85.0,394227,179146,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=mI-bKekq3HE,youtube_embed,Birdeye Demo | Social Media & Reputation Management Software ...,https://birdeye.com/resources/videos/,unknown,Watch Product Demo Videos | Customer Testimonial Videos - Birdeye,https://www.youtube.com/watch?v=PNui2HkgtD4,youtube_embed,Birdeye Review | What You Should Know Before Using - YouTube,https://birdeye.com/resources/video-tutorials/,unknown,Video Tutorials - Birdeye,https://www.youtube.com/watch?v=cgbqgpGPRLE,youtube_embed,Birdeye: Reputation Management Software - YouTube,,,,,,,,,,,,,,,
Bitwarden,bitwarden.com,https://www.bitwarden.com,,85.0,1376792,19556,Website Video Scrape,No,,,Yes,4,https://bitwarden.com/resources/videos/bitwarden-enterprise-demo/,unknown,Bitwarden Enterprise Demo,https://www.youtube.com/watch?v=Dco14kPnVYM,youtube_embed,Bitwarden Enterprise Demo - YouTube,https://bitwarden.com/resources/tag/videos/,unknown,Bitwarden Resources,https://www.youtube.com/watch?v=R6bt2auBEfA,youtube_embed,Bitwarden Secrets Manager: 5 minute product demo - YouTube,,,,,,,,,,,,,,,,,,
Brandwatch,brandwatch.com,https://www.brandwatch.com,,85.0,164171,23619,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=aTX1IV938PY,youtube_embed,Brandwatch Tutorial | Social Marketing Software Demo - YouTube,https://www.youtube.com/watch?v=h5KOuHbPUEE,youtube_embed,How to Use Brandwatch (2026) Brandwatch Demo Tutorial & Review,https://www.youtube.com/watch?v=TVPA7yC2GoQ,youtube_embed,Brandwatch Tutorial (2025) | Social Marketing Software Demo ...,https://www.brandwatch.com/p/demo-social-listening/,unknown,Social Listening | Brandwatch,https://vimeo.com/430061998,vimeo,Demo Day 2020: Brandwatch with improve your analysis with AI,,,,,,,,,,,,,,,
Breezy HR,breezy.hr,https://breezy.hr/,,85.0,65698,13992,Website Video Scrape,No,,,Yes,4,https://www.youtube.com/watch?v=-uy3BA3cLUQ,youtube_embed,Intro to Breezy HR - Short Demo - YouTube,https://www.youtube.com/watch?v=1zcPr_py6g4,youtube_embed,Intro to Breezy HR - Full Demo - YouTube,https://www.youtube.com/watch?v=SbStpSIF1do,youtube_embed,BREEZYHR TUTORIAL FOR BEGINNERS - YouTube,https://www.youtube.com/channel/UCZw6MPsqUZ2sSVzQ4z6PDcg,youtube_embed,Breezy HR - YouTube,,,,,,,,,,,,,,,,,,
BunnyCDN,bunny.net,https://bunny.net/blog/introducing-bunny-stream-better-way-to-deliver-video/,,85.0,75580,2656,Website Video Scrape,No,,,Yes,3,https://www.youtube.com/watch?v=1cvaPMDUXVQ,youtube_embed,"Build a Full-Stack Video Streaming App with React.js, Node.js, Next ...",https://foliovision.com/player/demos/bunnycdn-hosting,unknown,Bunny.net Hosting - Foliovision,https://www.youtube.com/watch?v=TWtq91_rPss,youtube_embed,"Build a Youtube Clone Video Streaming App with React.js, Node.js ...",,,,,,,,,,,,,,,,,,,,,
CJ Affiliate,cj.com,https://www.cj.com/,,85.0,75226,3355,Website Video Scrape,No,,,Yes,2,https://www.youtube.com/watch?v=9Qs1SyPgDE0,youtube_embed,How To Use CJ Affiliate 2026 (Step-By-Step) - YouTube,https://www.youtube.com/watch?v=Pifwn32vlQk,youtube_embed,Fully Automated Affiliate Business — Real Earnings Proof! - YouTube,,,,,,,,,,,,,,,,,,,,,,,,
CleverTap,clevertap.com,https://www.clevertap.com,,85.0,58641,7443,Website Video Scrape,No,,,Yes,4,https://www.youtube.com/watch?v=Hcv0Fn04rEM,youtube_embed,Product Demo: Introduction to CleverTap - YouTube,https://clevertap.com/demo-center/,unknown,CleverTap Demo Center,https://www.youtube.com/watch?v=DjdYdjXmDqQ,youtube_embed,How Product Managers use Product Analytics Tools (Clevertap Demo),https://www.youtube.com/watch?v=82VAQDXyRxc,youtube_embed,How to Use CleverTap for Analytics and Experimentation ... - YouTube,,,,,,,,,,,,,,,,,,
Clio,clio.com,https://www.clio.com,CRM Software,85.0,680845,22959,Website Video Scrape,No,,,Yes,3,https://www.youtube.com/watch?v=iykvNb2svnQ,youtube_embed,Watch How Law Firms Use Clio - YouTube,https://www.youtube.com/watch?v=DhRtclovt7A,youtube_embed,Clio Legal Software Review & Demo | What to Know Before Using,https://www.youtube.com/playlist?list=PL1A7teAAQfiP3yG1ZjQd6GKpm6EcStEim,youtube_embed,How to use Clio Legal Case Management Software,,,,,,,,,,,,,,,,,,,,,
CoSchedule,coschedule.com,https://www.coschedule.com,,85.0,41837,9172,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=XwO8vUzQXWw,youtube_embed,Lesson One: Welcome to CoSchedule - YouTube,https://www.youtube.com/watch?v=TIMwNvBWQm0,youtube_embed,Intro To CoSchedule Marketing Suite - YouTube,https://www.youtube.com/c/Coschedule/playlists,youtube_embed,CoSchedule - YouTube,https://www.youtube.com/watch?v=MXpWkWgdzcc,youtube_embed,Lesson One: Welcome to CoSchedule - YouTube,https://www.youtube.com/watch?v=TQfHigLymdc,youtube_embed,CoSchedule Live Demo: Content Calendar and Automated Marketing,,,,,,,,,,,,,,,
CoStar,costar.com,https://www.costar.com,,85.0,124475,39251,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=atyybe1RVTo,youtube_embed,CoStar Enterprise Lease Accounting Software Demo for ASC 842 ...,https://www.youtube.com/playlist?list=PLe6Fr5du2f5bWPPvNDgq-vjbtlO8vKkz5,youtube_embed,CoStar Lease Accounting Software Demonstrations - YouTube,https://www.youtube.com/watch?v=dZ9xGdVlpL0,youtube_embed,Know It All with the CoStar Lease Management Platform - YouTube,https://www.youtube.com/channel/UCMAeryUX1R3AdGypfgjzF2w/videos,youtube_embed,COSTAR - Automotive & Tyre Software - YouTube,https://www.youtube.com/watch?v=fpFkYwTK914,youtube_embed,Lease Accounting Software Demo: Accounting Profiles Setup,,,,,,,,,,,,,,,
Contentsquare,contentsquare.com,https://www.contentsquare.com,,85.0,176456,19220,Website Video Scrape,No,,,Yes,1,https://www.youtube.com/watch?v=LdzuF7td_U8,youtube_embed,How Contentsquare Drove 3x Growth in Demo Requests with Data,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copy.ai,copy.ai,https://www.copy.ai/,,85.0,204858,12017,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=9i896giRuAo,youtube_embed,Example Use Cases | Copy.ai Live Demo #159 - YouTube,https://www.youtube.com/watch?v=9EfoYaa_iLY,youtube_embed,Copy.ai Tutorial: Write Marketing Copy Faster & Easier - YouTube,https://www.youtube.com/watch?v=G8l8TZXyGbk,youtube_embed,Copy.ai Live Demo #145: Creative Freestyle Tool Examples,https://www.youtube.com/watch?v=6Qd6myZkNSc,youtube_embed,Copy.ai Live Demo #151: The Best Ways To Use Copy.ai - YouTube,https://www.youtube.com/watch?v=JgfF78HGAKs,youtube_embed,AI Sales OS Demo - YouTube,,,,,,,,,,,,,,,
Duda,university.duda.co,https://university.duda.co/page/videos,,85.0,39,20,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=U1hqm9qVaCs,youtube_embed,Duda Review & Full Tutorial 2026: The Best Website Builder for ...,https://www.youtube.com/watch?v=O-3sIeFUyQg,youtube_embed,Build Interactive Widgets With a Little Help From AI | Duda - YouTube,https://www.youtube.com/watch?v=qTK9AvsfC64,youtube_embed,Create Your Next Website From a File | Duda - YouTube,https://university.duda.co/page/videos,unknown,Videos - Duda University,https://www.youtube.com/watch?v=cuwaoXm3lqI,youtube_embed,"Start Building Powerful, Multi-Step Forms | Duda - YouTube",,,,,,,,,,,,,,,
Entrata,entrata.com,https://www.entrata.com,,85.0,30793,1502,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=4ZZjZ8O5sL0&vl=en,youtube_embed,Entrata Property Management Software (Full Demo) - YouTube,https://www.entrata.com/demo,unknown,Entrata Demo - Watch how property management gets easier,https://www.youtube.com/watch?v=_clI1Sa52TE,youtube_embed,Entrata Beginner Tutorial | Property Management Software Training ...,https://www.youtube.com/watch?v=93AMY5evtD4,youtube_embed,Entrata Overview - YouTube,https://www.youtube.com/entrata,youtube_embed,Entrata,,,,,,,,,,,,,,,
FastSpring,fastspring.com,https://www.fastspring.com,,85.0,25651,1924,Website Video Scrape,No,,,Yes,2,https://www.youtube.com/watch?v=oZm4S_YXZuc,youtube_embed,FastSpring Tutorial | eCommerce Platform Demo - YouTube,https://www.youtube.com/watch?v=Wv4ZETGjS2M,youtube_embed,eCommerce & Payment Collection Demo (2026) - YouTube,,,,,,,,,,,,,,,,,,,,,,,,
Galileo,videos.eaton.com,https://videos.eaton.com/detail/video/4731517117001/galileo-10-first-steps:-how-to-tutorial?autoStart=true&q=Galileo%20software,,85.0,5059,2299,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=IpDJjnngaN4,youtube_embed,Galileo Software Demonstration - YouTube,https://www.youtube.com/watch?v=lxyhopI9K8U,youtube_embed,"Understanding Galileo, The AI-Powered HR Transformation Platform",https://videos.eaton.com/detail/video/4731517117001/galileo-10-first-steps:-how-to-tutorial?autoStart=true&q=Galileo%20software,unknown,Galileo 10 First Steps: How to Tutorial - Eaton videos,https://www.youtube.com/watch?v=Ob6yxnj6Fj8,youtube_embed,Introduction to Galileo I Travelport I Signing In & Out - YouTube,https://www.youtube.com/watch?v=wd76LhPoSN0,youtube_embed,Galileo 10: Controls Manager - YouTube,,,,,,,,,,,,,,,
Glip (RingCentral),demoair.wondershare.com,https://demoair.wondershare.com/online-screen-recording/business-messaging-apps.html,,85.0,761,367,Website Video Scrape,No,,,Yes,1,https://demoair.wondershare.com/online-screen-recording/business-messaging-apps.html,unknown,The Best Business Messaging Apps for 2025 - Wondershare DemoAir,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instapage,instapage.com,https://www.instapage.com,,85.0,57215,7073,Website Video Scrape,No,,,Yes,4,https://www.youtube.com/watch?v=xZOL_4h2CJQ,youtube_embed,Instapage Tutorial (2024): The COMPLETE Step-By-Step ... - YouTube,https://www.youtube.com/watch?v=riMIdBgoO5c,youtube_embed,Instapage Introduction and Overview - YouTube,https://www.youtube.com/watch?v=l1e0NCrgyvM,youtube_embed,Instapage Tutorial | How to Build a Landing Page for Newbies,https://www.youtube.com/watch?v=7nytHOGxfyg,youtube_embed,Is Instapage Worth It? Features & Landing Page Builder Demo,,,,,,,,,,,,,,,,,,
Instatus,instatus.com,https://www.instatus.com,,85.0,60586,4839,Website Video Scrape,No,,,Yes,1,https://www.tiktok.com/@instatus.com/video/7510993726332865800,unknown,‏Demo day special #javascript #code #programming #webdev ...,,,,,,,,,,,,,,,,,,,,,,,,,,,
IntakeQ,intakeq.com,https://www.intakeq.com,,85.0,27004,806,Website Video Scrape,No,,,Yes,4,https://www.youtube.com/watch?v=NPgew7d2GXE,youtube_embed,intakeQ Demo - YouTube,https://videos.intakeq.com/watch/ZdQb3zEQ4VptGWUk9LUYPy,unknown,practiceQ Demo - Video Hub - IntakeQ,https://www.youtube.com/watch?v=ammE7JRMKt8,youtube_embed,IntakeQ Newbie Tutorial | Patient Intake Form Software Demo,https://www.youtube.com/playlist?list=PLn5PqbWmxOoW_oJ8U_C7g8W6D61DxpFwp,youtube_embed,PracticeQ - YouTube,,,,,,,,,,,,,,,,,,
3dcart (Shift4Shop),shift4shop.com,https://www.shift4shop.com/,,84.0,16702,4973,YouTube API,Yes,https://www.youtube.com/@shift4shop,2530,No,5,https://www.youtube.com/watch?v=iUZaFRiLzk8,youtube_channel,PayPal Pay Later,https://www.youtube.com/watch?v=_h6jw-F1cxM,youtube_channel,Accessing your Shift4 Payments Transaction Reporting Dashboard,https://www.youtube.com/watch?v=2wQc6vUyifA,youtube_channel,BitPay Payment Process,https://www.youtube.com/watch?v=c86zNyCJaoQ,youtube_channel,Adding BitPay Payments to your Shift4Shop Store.,https://www.youtube.com/watch?v=Tbj6K3q8vsY,youtube_channel,Sell Online Quickly &amp; Easily with Shift4Shop,,,,,,,,,,,,,,,
Acronis,acronis.com,https://www.acronis.com,,84.0,277849,18190,YouTube API,Yes,https://www.youtube.com/@acronis,19800,No,5,https://www.youtube.com/watch?v=QKBxppfEn48,youtube_channel,Episode 2: How Cyber Criminals were Foiled after Stealing School Data and Demanding Payment,https://www.youtube.com/watch?v=dvshTpJ65GU,youtube_channel,Acronis Ecosystem Partner Testimonial - Panda Technology,https://www.youtube.com/watch?v=IPTt5WaLgHk,youtube_channel,Join us at Acronis TRU Security Summit 2025!,https://www.youtube.com/watch?v=UbYOU9QRJB0,youtube_channel,Partner Testimonials - Atlanta Falcons,https://www.youtube.com/watch?v=qjJOHuamxdQ,youtube_channel,Acronis Cyber Protect Cloud: Stacja robocza / Serwer / VM - odzyskiwanie urządzenia,,,,,,,,,,,,,,,
Adjust,techsmith.com,https://www.techsmith.com/blog/make-demo-video/,,84.0,361113,28395,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=dyWEOyYugtU,youtube_embed,What is Adjust? - YouTube,https://www.youtube.com/watch?v=PMJu56YK3Q4,youtube_embed,Introducing Topaz Adjust AI - YouTube,https://www.youtube.com/watch?v=QAEMu8RC_1U,youtube_embed,Camtasia 2024 Crash Course - Quick Demo - YouTube,https://www.youtube.com/watch?v=SCN2Na8HO_I,youtube_embed,Camtasia Tutorial for Beginners 2025 | FREE Step-by ... - YouTube,https://www.youtube.com/channel/UC4GLzj1-tfM91DRtD8lk-gA,youtube_embed,Camtasia - YouTube,,,,,,,,,,,,,,,
