Company Name,Domain,Website,Category,Domain Rating,Organic Traffic,Organic Keywords,YouTube Channel,Selected Video URL,Video Source,Page URL,Trim Start,Trim End,Dubbed To,Synthesia Share Link,Synthesia GIF URL,Outreach Status,Matched Customer,Customer Lifecycle,Match Type
Journyx,journyx.com,https://www.journyx.com,,53.0,1248,284,,https://www.youtube.com/watch?v=YOff-m-Am_0,found_on_page,,0:00,0:30,es,https://share.synthesia.io/f69c4620-6c00-4e40-93d8-2db129538eaa,https://synthesia-ttv-data.s3.amazonaws.com/video_data/f69c4620-6c00-4e40-93d8-2db129538eaa/transfers/rendered_video.gif,SAFE,,,
ActiveFence,alice.io,https://alice.io,,52.0,1556,19,,https://vimeo.com/1153868763,found_on_page,,0:00,0:30,es,https://share.synthesia.io/d6124e2e-1277-4c99-8a03-dfabfa44c4f6,https://synthesia-ttv-data.s3.amazonaws.com/video_data/d6124e2e-1277-4c99-8a03-dfabfa44c4f6/transfers/rendered_video.gif,SAFE,,,
Burnalong,burnalong.com,https://www.burnalong.com,,52.0,1665,58,,,pre_detected,,0:00,0:30,,,,SAFE,,,
CINC,cincsystems.com,https://cincsystems.com/,,52.0,2806,451,,,pre_detected,,0:00,0:30,,,,SAFE,,,
Count,count.co,https://count.co/video/count-demo,,52.0,3935,650,,https://fast.wistia.net/embed/iframe/piqce7u8nm,found_on_page,,0:00,0:30,es,https://share.synthesia.io/efb1d214-2d6e-43a1-a194-cee3c9a938ad,https://synthesia-ttv-data.s3.amazonaws.com/video_data/efb1d214-2d6e-43a1-a194-cee3c9a938ad/transfers/rendered_video.gif,SAFE,,,
CallProof,callproof.com,https://www.callproof.com,CRM Software,51.0,252,86,,https://www.youtube.com/watch?v=qKMyTXhHzG4,pre_detected,,0:00,0:30,es,https://share.synthesia.io/aab7b9c3-ac87-4629-bdcc-2a09806c62bc,https://synthesia-ttv-data.s3.amazonaws.com/video_data/aab7b9c3-ac87-4629-bdcc-2a09806c62bc/transfers/rendered_video.gif,SAFE,,,
FarmRaise,farmraise.com,https://www.farmraise.com,,51.0,7650,1617,,https://www.youtube.com/watch?v=d-dUyo-0CkY,pre_detected,,0:00,0:30,es,https://share.synthesia.io/5ec8509d-f203-475d-9f46-46cfd76932bb,https://synthesia-ttv-data.s3.amazonaws.com/video_data/5ec8509d-f203-475d-9f46-46cfd76932bb/transfers/rendered_video.gif,SAFE,,,
AgentSync,agentsync.io,https://agentsync.io/,,51.0,14565,2775,,https://www.youtube.com/watch?v=zEVfohnQpDw,pre_detected,,0:00,0:30,es,https://share.synthesia.io/46231c7d-d9c3-43cc-9f4a-d3e477b63438,https://synthesia-ttv-data.s3.amazonaws.com/video_data/46231c7d-d9c3-43cc-9f4a-d3e477b63438/transfers/rendered_video.gif,SAFE,,,
Academy of Mine,academyofmine.com,https://www.academyofmine.com,,50.0,553,404,https://www.youtube.com/@academyofmine,https://www.youtube.com/watch?v=lECPw9InVsU,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/bdaa1c2a-ce9e-4311-bce7-c8ed697e3c37,https://synthesia-ttv-data.s3.amazonaws.com/video_data/bdaa1c2a-ce9e-4311-bce7-c8ed697e3c37/transfers/rendered_video.gif,SAFE,,,
Float,floatfinancial.com,https://floatfinancial.com/video-demo/,,50.0,19403,4982,,https://www.youtube.com/watch?v=kqeFm2EtTH4,found_on_page,,0:00,0:30,es,https://share.synthesia.io/87258749-94fd-4130-9a66-5f7fb2ef1586,https://synthesia-ttv-data.s3.amazonaws.com/video_data/87258749-94fd-4130-9a66-5f7fb2ef1586/transfers/rendered_video.gif,SAFE,,,
D&B Hoovers,dnb.com.hk,https://www.dnb.com.hk/dnb-hoovers-learning/,,49.0,705,72,,https://www.youtube.com/watch?v=WUktLr5BG80,found_on_page,,0:00,0:30,es,https://share.synthesia.io/7629fcc1-9297-493b-9798-2c5d81ab8c90,https://synthesia-ttv-data.s3.amazonaws.com/video_data/7629fcc1-9297-493b-9798-2c5d81ab8c90/transfers/rendered_video.gif,SAFE,,,
Digitail,digitail.com,https://www.digitail.com,,49.0,8584,658,,https://www.youtube.com/watch?v=4H4is_5iAmg,pre_detected,,0:00,0:30,es,https://share.synthesia.io/bff1e47b-3121-4e1e-a0fa-b49b837e486f,https://synthesia-ttv-data.s3.amazonaws.com/video_data/bff1e47b-3121-4e1e-a0fa-b49b837e486f/transfers/rendered_video.gif,SAFE,,,
GradLeaders,gradleaders.com,https://www.gradleaders.com,,49.0,235,51,,https://www.youtube.com/watch?v=O_RoUyJ0AA4,pre_detected,,0:00,0:30,es,https://share.synthesia.io/55dd7a07-bf94-4453-a326-d9335842a817,https://synthesia-ttv-data.s3.amazonaws.com/video_data/55dd7a07-bf94-4453-a326-d9335842a817/transfers/rendered_video.gif,SAFE,,,
Cherre,cherre.com,https://www.cherre.com,,48.0,885,132,,https://www.youtube.com/watch?v=A7LjCgSqHhQ,pre_detected,,0:00,0:30,es,https://share.synthesia.io/077b815b-b8bc-4d34-b572-2449a9180e9e,https://synthesia-ttv-data.s3.amazonaws.com/video_data/077b815b-b8bc-4d34-b572-2449a9180e9e/transfers/rendered_video.gif,SAFE,,,
DemandFarm,demandfarm.com,https://www.demandfarm.com,,48.0,17036,1314,,https://www.youtube.com/watch?v=J-Tj7uDQ2pk,pre_detected,,0:00,0:30,es,https://share.synthesia.io/63a4c5e7-9edc-4faf-b322-3b898790cac1,https://synthesia-ttv-data.s3.amazonaws.com/video_data/63a4c5e7-9edc-4faf-b322-3b898790cac1/transfers/rendered_video.gif,SAFE,,,
DriveWorks,driveworks.co.uk,https://www.driveworks.co.uk/resources/driveworkspro/videos/,,48.0,3142,191,,https://www.youtube.com/watch?v=XKc-kFNoL4o,found_on_page,,0:00,0:30,es,https://share.synthesia.io/0d0ce22f-5041-437c-b8a0-50f329873dbe,https://synthesia-ttv-data.s3.amazonaws.com/video_data/0d0ce22f-5041-437c-b8a0-50f329873dbe/transfers/rendered_video.gif,SAFE,,,
Hummingbird,hummingbird.co,https://www.hummingbird.co/demo,,48.0,2989,548,,https://www.youtube.com/watch?v=JvYK7J9SMCU,pre_detected,,0:00,0:30,es,https://share.synthesia.io/fc7d2c97-36b0-4b4f-88e4-32b48e6eb550,https://synthesia-ttv-data.s3.amazonaws.com/video_data/fc7d2c97-36b0-4b4f-88e4-32b48e6eb550/transfers/rendered_video.gif,SAFE,,,
Jungo,ijungo.com,https://ijungo.com/video-emails/,,48.0,3338,224,,https://www.youtube.com/watch?v=SCOzdRxtAbI,pre_detected,,0:00,0:30,es,https://share.synthesia.io/54705b5a-3765-48f3-9f69-533a6c87cca2,https://synthesia-ttv-data.s3.amazonaws.com/video_data/54705b5a-3765-48f3-9f69-533a6c87cca2/transfers/rendered_video.gif,SAFE,,,
1CRM,1crm.com,https://www.1crm.com,,47.0,2116,303,https://www.youtube.com/@1crmcorporation,https://www.youtube.com/watch?v=loXOCNRDEsk,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/6e9a8737-582e-42bb-8dde-e9aa3ebc90e8,https://synthesia-ttv-data.s3.amazonaws.com/video_data/6e9a8737-582e-42bb-8dde-e9aa3ebc90e8/transfers/rendered_video.gif,SAFE,,,
Clientpoint,clientpoint.net,https://www.clientpoint.net/blog/selling-through-covid-19-and-beyond-creating-connection-on-video-0-0-0,,47.0,989,314,,https://vimeo.com/431914067,found_on_page,,0:00,0:30,es,https://share.synthesia.io/8c7a4269-1388-46bc-8a24-1b3f83209d2d,https://synthesia-ttv-data.s3.amazonaws.com/video_data/8c7a4269-1388-46bc-8a24-1b3f83209d2d/transfers/rendered_video.gif,SAFE,,,
EverAfter,everafter.ai,https://www.everafter.ai/happily-recordings/happily-highlight-video,,47.0,1191,395,,https://fast.wistia.net/embed/iframe/k8d7krjx5c,found_on_page,,3:20,3:50,es,https://share.synthesia.io/ef081360-c665-4496-8206-7dc23d62b0c8,https://synthesia-ttv-data.s3.amazonaws.com/video_data/ef081360-c665-4496-8206-7dc23d62b0c8/transfers/rendered_video.gif,SAFE,,,
Donorbox,donorbox.com,https://www.donorbox.com,,46.0,,,,https://www.youtube.com/watch?v=7pmFJ6RMG4Y,found_on_page,,0:00,0:30,es,https://share.synthesia.io/3eeb3fdb-401a-45d2-ac99-04a9238af2ef,https://synthesia-ttv-data.s3.amazonaws.com/video_data/3eeb3fdb-401a-45d2-ac99-04a9238af2ef/transfers/rendered_video.gif,SAFE,,,
Global Shop Solutions,globalshopsolutions.com,https://www.globalshopsolutions.com,,46.0,5393,467,,https://www.youtube.com/c/GlobalShopSolutions/videos,pre_detected,,0:00,0:30,es,https://share.synthesia.io/b44b05f9-9d83-49bb-b7fc-e67e9815dd5d,https://synthesia-ttv-data.s3.amazonaws.com/video_data/b44b05f9-9d83-49bb-b7fc-e67e9815dd5d/transfers/rendered_video.gif,SAFE,,,
365villas,guestwisely.io,https://guestwisely.io,,45.0,366,71,,https://www.youtube.com/watch?v=b9ico29pwOw,pre_detected,,0:00,0:30,es,https://share.synthesia.io/c39f19a1-f183-4e1f-9910-424d4578ca06,https://synthesia-ttv-data.s3.amazonaws.com/video_data/c39f19a1-f183-4e1f-9910-424d4578ca06/transfers/rendered_video.gif,SAFE,,,
4Degrees,4degrees.ai,https://www.4degrees.ai/blog/introducing-4degrees-campaigns,,45.0,6363,1023,,https://www.youtube.com/watch?v=WsnDLqMyw7M,pre_detected,,0:00,0:30,es,https://share.synthesia.io/11ad7583-1001-4a05-91ab-7eecb4732891,https://synthesia-ttv-data.s3.amazonaws.com/video_data/11ad7583-1001-4a05-91ab-7eecb4732891/transfers/rendered_video.gif,SAFE,,,
Campfire Software,campfire.ai,https://campfire.ai/demo/decart,,44.0,1181,206,,,pre_detected,,0:00,0:30,,,,SAFE,,,
Forecast,forecastpro.com,https://www.forecastpro.com/solutions/forecast-pro/quick-tour/,,43.0,1041,107,,https://www.youtube.com/watch?v=DmZo7sBS1sA,found_on_page,,0:00,0:30,es,https://share.synthesia.io/b5d4c653-4c71-410a-ae2a-114ceb8ad5d7,https://synthesia-ttv-data.s3.amazonaws.com/video_data/b5d4c653-4c71-410a-ae2a-114ceb8ad5d7/transfers/rendered_video.gif,SAFE,,,
Branch,quickfms.com,https://www.quickfms.com/branch-performance-tracking-module,,43.0,392,173,,https://www.youtube.com/watch?v=KJifWHptkqU,found_on_page,,0:00,0:30,es,https://share.synthesia.io/8db36da7-e03c-45a9-8f24-de0d5e9e15f8,https://synthesia-ttv-data.s3.amazonaws.com/video_data/8db36da7-e03c-45a9-8f24-de0d5e9e15f8/transfers/rendered_video.gif,SAFE,,,
Clear Estimates,clearestimates.com,https://www.clearestimates.com,,43.0,4234,335,,https://www.youtube.com/watch?v=E69WkWmApWM,pre_detected,,0:00,0:30,es,https://share.synthesia.io/8ca43db2-4f1b-4aaa-bbbe-4ca6adbf77e4,https://synthesia-ttv-data.s3.amazonaws.com/video_data/8ca43db2-4f1b-4aaa-bbbe-4ca6adbf77e4/transfers/rendered_video.gif,SAFE,,,
EventDraw,eventdraw.com,https://www.eventdraw.com,,42.0,570,70,,https://www.youtube.com/watch?v=yQCEF2z3Tdo,found_on_page,,0:00,0:30,es,https://share.synthesia.io/66e996bd-ad44-4bd0-9ca2-81de26253648,https://synthesia-ttv-data.s3.amazonaws.com/video_data/66e996bd-ad44-4bd0-9ca2-81de26253648/transfers/rendered_video.gif,SAFE,,,
GoProposal,goproposal.com,https://www.goproposal.com,,42.0,3688,108,,https://www.youtube.com/watch?v=FmtjSKXaxUg,pre_detected,,0:02,0:30,es,https://share.synthesia.io/0f0bf87d-0b25-451a-8ad0-4b000c411488,https://synthesia-ttv-data.s3.amazonaws.com/video_data/0f0bf87d-0b25-451a-8ad0-4b000c411488/transfers/rendered_video.gif,SAFE,,,
Gradient AI,gradientai.com,https://www.gradientai.com,,42.0,1817,147,,https://vimeo.com/778634818,found_on_page,,0:00,0:30,es,https://share.synthesia.io/8f63dac3-250e-48cd-b085-ae4f37200671,https://synthesia-ttv-data.s3.amazonaws.com/video_data/8f63dac3-250e-48cd-b085-ae4f37200671/transfers/rendered_video.gif,SAFE,,,
AutoRaptor CRM,autoraptor.com,https://www.autoraptor.com,CRM Software,41.0,2100,684,,https://www.youtube.com/watch?v=-6D1yzDPHms,pre_detected,,0:00,0:30,es,https://share.synthesia.io/4b78ac35-2c6f-462f-973f-85a5ecce63b8,https://synthesia-ttv-data.s3.amazonaws.com/video_data/4b78ac35-2c6f-462f-973f-85a5ecce63b8/transfers/rendered_video.gif,SAFE,,,
FollowUp CRM,followupcrm.com,https://www.followupcrm.com,CRM Software,41.0,2360,465,,https://m.youtube.com/watch?v=z_oSLFKjK3w,pre_detected,,0:00,0:30,es,https://share.synthesia.io/17b94084-a6f6-4f69-8511-aa3071cf4294,https://synthesia-ttv-data.s3.amazonaws.com/video_data/17b94084-a6f6-4f69-8511-aa3071cf4294/transfers/rendered_video.gif,SAFE,,,
Form Simplicity,formsimplicity.com,https://www.formsimplicity.com,,41.0,5640,379,,https://www.youtube.com/watch?v=VKV80QjYTWA,found_on_page,,0:00,0:30,es,https://share.synthesia.io/5709d121-e9db-4d2c-b27f-df1a41e560b1,https://synthesia-ttv-data.s3.amazonaws.com/video_data/5709d121-e9db-4d2c-b27f-df1a41e560b1/transfers/rendered_video.gif,SAFE,,,
FluentStream,fluentstream.com,https://www.fluentstream.com,,40.0,726,88,,https://www.youtube.com/watch?v=wIDCy39vWPs,pre_detected,,0:00,0:30,es,https://share.synthesia.io/7243732b-cdd3-45aa-a606-7af6721c1952,https://synthesia-ttv-data.s3.amazonaws.com/video_data/7243732b-cdd3-45aa-a606-7af6721c1952/transfers/rendered_video.gif,SAFE,,,
Confido Legal,confidolegal.com,https://www.confidolegal.com,,39.0,746,96,,https://www.youtube.com/watch?v=ktzgVcRZTwU,pre_detected,,0:00,0:30,es,https://share.synthesia.io/d4d190ca-d992-4d7a-a755-4075b20a9f66,https://synthesia-ttv-data.s3.amazonaws.com/video_data/d4d190ca-d992-4d7a-a755-4075b20a9f66/transfers/rendered_video.gif,SAFE,,,
InterGuard,interguardsoftware.com,https://www.interguardsoftware.com/product-overview-video/,,38.0,546,166,,https://www.youtube.com/watch?v=qlfcXXBbv14,found_on_page,,0:00,0:30,es,https://share.synthesia.io/b3004521-8dc1-406f-895d-9053d5121356,https://synthesia-ttv-data.s3.amazonaws.com/video_data/b3004521-8dc1-406f-895d-9053d5121356/transfers/rendered_video.gif,SAFE,,,
Fauna,faunarobotics.com,https://faunarobotics.com/,,36.0,460,76,,https://vimeo.com/1159645799,found_on_page,,0:00,0:30,,,,SAFE,,,
Cetec ERP,cetecerp.com,https://www.cetecerp.com,,35.0,1527,278,,https://www.youtube.com/watch?v=WCNnmyNyCiI,pre_detected,,0:00,0:30,es,https://share.synthesia.io/e5810a0c-1e1b-4813-976a-532b644e5572,https://synthesia-ttv-data.s3.amazonaws.com/video_data/e5810a0c-1e1b-4813-976a-532b644e5572/transfers/rendered_video.gif,SAFE,,,
Heron Data,herondata.io,https://www.herondata.io/,,34.0,2144,384,,https://www.youtube.com/watch?v=KhBsb830tEc,pre_detected,,0:17,0:26,es,https://share.synthesia.io/252dcd89-2bc0-4535-b892-3d01108a62be,https://synthesia-ttv-data.s3.amazonaws.com/video_data/252dcd89-2bc0-4535-b892-3d01108a62be/transfers/rendered_video.gif,SAFE,,,
CosmoLex,cosmolex.ca,https://www.cosmolex.ca/on-demand-demo/,,33.0,5905,211,,https://fast.wistia.net/embed/iframe/0orhc62eog,found_on_page,,0:00,0:30,es,https://share.synthesia.io/5b62ce46-afcf-4d70-acb5-28cdf0ceb9fc,https://synthesia-ttv-data.s3.amazonaws.com/video_data/5b62ce46-afcf-4d70-acb5-28cdf0ceb9fc/transfers/rendered_video.gif,SAFE,,,
BST Global,bstglobal.com,https://www.bstglobal.com,,32.0,1312,105,,https://www.youtube.com/watch?v=jBRr_T_HAZ4,pre_detected,,0:00,0:30,es,https://share.synthesia.io/7d7cf0b7-b6af-4dfb-9438-8e9058bb8bfe,https://synthesia-ttv-data.s3.amazonaws.com/video_data/7d7cf0b7-b6af-4dfb-9438-8e9058bb8bfe/transfers/rendered_video.gif,SAFE,,,
Avail,avail.com,https://www.avail.com,,27.0,1026,3,,https://www.youtube.com/watch?v=lH-rTM20g88,pre_detected,,0:00,0:30,es,https://share.synthesia.io/0ec375f0-b11a-4a0f-9401-b00b505caffb,https://synthesia-ttv-data.s3.amazonaws.com/video_data/0ec375f0-b11a-4a0f-9401-b00b505caffb/transfers/rendered_video.gif,SAFE,,,
Dave,buildwithdave.com,https://www.buildwithdave.com/book-demo,,27.0,170,121,,https://www.youtube.com/watch?v=bvJ45B8fXZU,found_on_page,,0:00,0:30,es,https://share.synthesia.io/0afd2f27-a517-4ca1-84fd-9189dcb86fc5,https://synthesia-ttv-data.s3.amazonaws.com/video_data/0afd2f27-a517-4ca1-84fd-9189dcb86fc5/transfers/rendered_video.gif,SAFE,,,
Harvest Profit,harvestprofit.com,https://www.harvestprofit.com,,27.0,312,65,,https://www.youtube.com/watch?v=QyVKGk5EOZo,pre_detected,,0:00,0:30,es,https://share.synthesia.io/85f9f21e-b61f-4e8c-ad02-6f7c41fc20e9,https://synthesia-ttv-data.s3.amazonaws.com/video_data/85f9f21e-b61f-4e8c-ad02-6f7c41fc20e9/transfers/rendered_video.gif,SAFE,,,
Hetzner,bizanosa.com,https://bizanosa.com/hetzner-dedicated-server-setup-video-tutorial/,,25.0,235,187,,https://www.youtube.com/watch?v=obzcAs_rnp8,found_on_page,,0:00,0:30,es,https://share.synthesia.io/de586eb1-d892-4b88-9d7e-70756ecf7f5d,https://synthesia-ttv-data.s3.amazonaws.com/video_data/de586eb1-d892-4b88-9d7e-70756ecf7f5d/transfers/rendered_video.gif,SAFE,,,
Charted,charted.com,https://www.charted.com,,24.0,103,6,,https://www.youtube.com/watch?v=nrxnREusrZg,pre_detected,,0:00,0:30,es,https://share.synthesia.io/32a4b060-7890-48f5-950a-b4f0343e9f4d,https://synthesia-ttv-data.s3.amazonaws.com/video_data/32a4b060-7890-48f5-950a-b4f0343e9f4d/transfers/rendered_video.gif,SAFE,,,
Campus Management,seatsone.ai,https://seatsone.ai/videos/,,23.0,1142,141,,https://www.youtube.com/watch?v=-f6G2c4nAtw,found_on_page,,0:00,0:30,es,,,SAFE,,,
Claim Genius,claimgenius.com,https://www.claimgenius.com,,23.0,473,67,,https://www.youtube.com/watch?v=x3D2UdOpfTs,pre_detected,,0:00,0:30,es,,,SAFE,,,
Fathom Analytics,fathomanalytics.com,https://www.fathomanalytics.com,,14.0,,,,https://www.youtube.com/watch?v=hkhKuMYvVtE,pre_detected,,0:00,0:30,es,https://share.synthesia.io/2f8f46d8-fee5-406e-9d5d-d0491408b999,https://synthesia-ttv-data.s3.amazonaws.com/video_data/2f8f46d8-fee5-406e-9d5d-d0491408b999/transfers/rendered_video.gif,SAFE,,,
Dynamics 365,endeavour365.ca,https://www.endeavour365.ca/videos/,,13.0,28,24,,https://www.youtube.com/watch?v=Vp7EIgs47PU&t=18s,pre_detected,,0:12,0:40,es,https://share.synthesia.io/570cd72c-309d-4f6f-8044-a41526814f65,https://synthesia-ttv-data.s3.amazonaws.com/video_data/570cd72c-309d-4f6f-8044-a41526814f65/transfers/rendered_video.gif,BLOCKED,Microsoft,Customer,AI_PARENT_SUBSIDIARY
Fluidly,financebox.co.uk,https://financebox.co.uk/articles/2021-11-14-every-superhero-needs-a-sidekick-interview-with-fluidly,,13.0,1454,337,,https://www.youtube.com/watch?v=J4Wo2Wzrijo,pre_detected,,0:15,0:45,es,https://share.synthesia.io/49cb9ce7-db4e-4b03-993e-8a4ebd6a12d4,https://synthesia-ttv-data.s3.amazonaws.com/video_data/49cb9ce7-db4e-4b03-993e-8a4ebd6a12d4/transfers/rendered_video.gif,SAFE,,,
CodeRabbit,coderabbit.com,https://www.coderabbit.com,,10.0,,,,https://www.youtube.com/watch?v=Fo9jgL_x7hU,found_on_page,,0:07,0:37,es,https://share.synthesia.io/4d5525bb-b40a-4071-bf7a-d1d9717beffb,https://synthesia-ttv-data.s3.amazonaws.com/video_data/4d5525bb-b40a-4071-bf7a-d1d9717beffb/transfers/rendered_video.gif,SAFE,,,
CloudTalk,cloudtalk.com,https://www.cloudtalk.com,,9.0,,,,https://www.youtube.com/watch?v=3I6Ygequ1H0,pre_detected,,0:00,0:30,es,https://share.synthesia.io/3329f83a-88cb-47a0-9f12-5e37a02c9b6d,https://synthesia-ttv-data.s3.amazonaws.com/video_data/3329f83a-88cb-47a0-9f12-5e37a02c9b6d/transfers/rendered_video.gif,SAFE,,,
Instantly,instantly.com,https://www.instantly.com,,4.6,,,,https://www.youtube.com/watch?v=JH26_2D3dpc,pre_detected,,0:00,0:30,es,https://share.synthesia.io/86c052d3-83d8-487a-9baa-1ecc2dccfb78,https://synthesia-ttv-data.s3.amazonaws.com/video_data/86c052d3-83d8-487a-9baa-1ecc2dccfb78/transfers/rendered_video.gif,SAFE,,,
Farmers Edge,farmersedge.com,https://www.farmersedge.com,,2.3,,,,https://www.youtube.com/watch?v=taB1YIUdi4g,pre_detected,,0:00,0:30,es,https://share.synthesia.io/92b7f035-1d03-4c0a-9c42-fe9860e73ee4,https://synthesia-ttv-data.s3.amazonaws.com/video_data/92b7f035-1d03-4c0a-9c42-fe9860e73ee4/transfers/rendered_video.gif,SAFE,,,
Bardeen,bardeen.ai,https://www.bardeen.ai,,2.2,,,,https://www.youtube.com/watch?v=BTWslvrI8OM,pre_detected,,0:00,0:30,es,https://share.synthesia.io/5bfa63a6-e12a-4f8e-aa21-9523aa2b6ff2,https://synthesia-ttv-data.s3.amazonaws.com/video_data/5bfa63a6-e12a-4f8e-aa21-9523aa2b6ff2/transfers/rendered_video.gif,SAFE,,,
Announcekit,announcekit.com,https://www.announcekit.com,,,,,,https://www.youtube.com/watch?v=ZnSg3IitUGA,found_on_page,,0:01,0:31,es,https://share.synthesia.io/556ebbb1-1d52-40ab-a2d4-97c71ff6d98f,https://synthesia-ttv-data.s3.amazonaws.com/video_data/556ebbb1-1d52-40ab-a2d4-97c71ff6d98f/transfers/rendered_video.gif,SAFE,,,
Pipedrive,pipedrive.com,https://www.pipedrive.com,CRM Software,,,,https://www.youtube.com/@pipedrive,https://www.youtube.com/watch?v=fpCJ4c3Hkw0,youtube_channel,,0:00,0:30,es,,,SAFE,,,
Zoho CRM,zoho.com,https://www.zoho.com,CRM Software,,,,https://www.youtube.com/user/zoho,https://www.youtube.com/watch?v=7C88zn1JRi4,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/9f788521-1ed6-427d-9782-a2e17ceef366,https://synthesia-ttv-data.s3.amazonaws.com/video_data/9f788521-1ed6-427d-9782-a2e17ceef366/transfers/rendered_video.gif,SAFE,,,
Odoo,odoo.com,https://www.odoo.com,CRM Software,,,,https://www.youtube.com/channel/UCkQPikELWZFLgQNHd73jkdg,https://www.youtube.com/watch?v=KFuj33jNJ7M,youtube_channel,,0:00,0:30,es,,,SAFE,,,
WorkZeal,workzeal.com,https://www.workzeal.com,CRM Software,,,,https://www.youtube.com/@WorkZeal,https://www.youtube.com/watch?v=4uG91pxfuQA,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/174f0f35-c011-417d-b22d-12fcd7985500,https://synthesia-ttv-data.s3.amazonaws.com/video_data/174f0f35-c011-417d-b22d-12fcd7985500/transfers/rendered_video.gif,SAFE,,,
ShareCRM,sharecrm.com,https://www.sharecrm.com,CRM Software,,,,https://www.youtube.com/@ShareCRM,https://www.youtube.com/watch?v=D3iUfpQrTyg,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/0335c14e-af26-49b4-aa58-50fa33b0e922,https://synthesia-ttv-data.s3.amazonaws.com/video_data/0335c14e-af26-49b4-aa58-50fa33b0e922/transfers/rendered_video.gif,SAFE,,,
Mautic,mautic.org,https://www.mautic.org,CRM Software,,,,https://youtube.com/c/MauticOrg,https://www.youtube.com/watch?v=SAyQRoyP9bo,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/d0438a15-5076-4436-a365-96037af2471c,https://synthesia-ttv-data.s3.amazonaws.com/video_data/d0438a15-5076-4436-a365-96037af2471c/transfers/rendered_video.gif,SAFE,,,
Maximizer CRM,maximizer.com,https://www.maximizer.com,CRM Software,,,,https://www.youtube.com/user/maximizersoftware,https://www.youtube.com/watch?v=vWKIeM-uVlY,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/d8770913-30d1-4465-bc43-e354fb4ef1bc,https://synthesia-ttv-data.s3.amazonaws.com/video_data/d8770913-30d1-4465-bc43-e354fb4ef1bc/transfers/rendered_video.gif,SAFE,,,
eWay-CRM,eway-crm.com,https://www.eway-crm.com,CRM Software,,,,https://www.youtube.com/channel/UChpgTL5pGMNukezqTz0eK4w,https://www.youtube.com/watch?v=WSTdR767U8Y,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/3b13296e-66e9-407f-8565-fb7d326fc31b,https://synthesia-ttv-data.s3.amazonaws.com/video_data/3b13296e-66e9-407f-8565-fb7d326fc31b/transfers/rendered_video.gif,SAFE,,,
RAYNET CRM,raynet.cz,https://www.raynet.cz,CRM Software,,,,https://www.youtube.com/@RAYNETcz,https://www.youtube.com/watch?v=ejzJTZzAh7U,youtube_channel,,0:00,0:30,es,,,SAFE,,,
Mailchimp,mailchimp.com,https://www.mailchimp.com,CRM Software,,,,https://www.youtube.com/user/Mailchimp,https://www.youtube.com/watch?v=9j2wBux58m8,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/e8924b39-8203-432e-8b9c-7c5fb5028845,https://synthesia-ttv-data.s3.amazonaws.com/video_data/e8924b39-8203-432e-8b9c-7c5fb5028845/transfers/rendered_video.gif,SAFE,,,
Nimble,nimble.com,https://www.nimble.com,CRM Software,,,,https://www.youtube.com/channel/UCbDjt1INYICBv2YPZWgCZKw,https://www.youtube.com/watch?v=XqV9Drrm7pc,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/ebea698e-f18f-4354-89ef-285f1925e925,https://synthesia-ttv-data.s3.amazonaws.com/video_data/ebea698e-f18f-4354-89ef-285f1925e925/transfers/rendered_video.gif,SAFE,,,
LiveAgent,liveagent.com,https://www.liveagent.com,CRM Software,,,,https://www.youtube.com/channel/UCSG5TrYcDozs6jkLf66taBg,https://www.youtube.com/watch?v=IVn8ZozKOOc,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/f15cb0ae-1383-4b83-85cd-ee4315a38b44,https://synthesia-ttv-data.s3.amazonaws.com/video_data/f15cb0ae-1383-4b83-85cd-ee4315a38b44/transfers/rendered_video.gif,SAFE,,,
Keap,keap.com,https://keap.com,CRM Software,,,,https://www.youtube.com/@Keapgrowing,https://www.youtube.com/watch?v=ZLvSc_cXLbU,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/de10ece5-ab73-4a11-9a85-f73c82d77557,https://synthesia-ttv-data.s3.amazonaws.com/video_data/de10ece5-ab73-4a11-9a85-f73c82d77557/transfers/rendered_video.gif,SAFE,,,
Any.do,any.do,https://www.any.do,CRM Software,,,,https://www.youtube.com/c/anydo,https://www.youtube.com/watch?v=8ArmkyGy-N0,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/fd5cf9ec-7904-4570-b3e8-ea13361ed097,https://synthesia-ttv-data.s3.amazonaws.com/video_data/fd5cf9ec-7904-4570-b3e8-ea13361ed097/transfers/rendered_video.gif,SAFE,,,
SendPulse,sendpulse.com,https://sendpulse.com,CRM Software,,,,https://www.youtube.com/@SendPulse_en,https://www.youtube.com/watch?v=CoMEWV07JO4,youtube_channel,,0:00,0:30,,,,SAFE,,,
