Outreach Status,Block Reason,Matched Customer,Customer Lifecycle,Match Type,Company Name,Domain,Website URL,Category,Domain Rating,Organic Traffic,Organic Keywords,Discovery Method,Has YouTube Channel,YouTube Channel URL,YouTube Subscribers,Has Website Videos,Total Videos Found,Video 1 URL,Video 1 Type,Video 1 Title,Video 2 URL,Video 2 Type,Video 2 Title,Video 3 URL,Video 3 Type,Video 3 Title,Video 4 URL,Video 4 Type,Video 4 Title,Video 5 URL,Video 5 Type,Video 5 Title,Video 6 URL,Video 6 Type,Video 6 Title,Video 7 URL,Video 7 Type,Video 7 Title,Video 8 URL,Video 8 Type,Video 8 Title,Video 9 URL,Video 9 Type,Video 9 Title,Video 10 URL,Video 10 Type,Video 10 Title
SAFE,,,,,Countly,https://countly.com/,https://https://countly.com/,,1.5,10,1,Website Video Scrape,No,,,Yes,4,https://www.youtube.com/watch?v=OL2BOvI0L8I,youtube_embed,Free Open Source Analytics Platform for Web and Mobile Apps,https://www.youtube.com/watch?v=ZQTz8esx3eI,youtube_embed,An introduction to Countly - Open Source Analytics - YouTube,https://www.youtube.com/watch?v=htKeh9bsZwA,youtube_embed,Countly Community Edition in 1 minute - YouTube,https://www.youtube.com/watch?v=osHTZyQ2rZ4,youtube_embed,Introducing Journeys. A Revolution in Digital Analytics - YouTube,,,,,,,,,,,,,,,,,,
SAFE,,,,,FarmBot,https://farm.bot/,https://https://farm.bot/,,1.5,,,Website Video Scrape,No,,,Yes,4,https://www.youtube.com/watch?v=xuneY8R_smw,youtube_embed,FarmBot Software: Web App Basics - YouTube,https://www.youtube.com/@farmbot/videos,youtube_embed,FarmBot - YouTube,https://www.youtube.com/watch?v=jgDW3RMufIo,youtube_embed,FarmBot Software: Farm Designer - YouTube,https://www.youtube.com/watch?v=Ai2PKizI0Bs,youtube_embed,FarmBot - Open Source Agricultural Robotics - YouTube,,,,,,,,,,,,,,,,,,
SAFE,,,,,Arcadier,whitelance.co,https://whitelance.co/marketplace-reviews/arcadier-marketplace-demo,,1.7,13,23,Website Video Scrape,No,,,Yes,1,https://www.youtube.com/watch?v=ALJP3QaGEjY,youtube_embed,Arcadier Marketplace Demo - YouTube,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFE,,,,,Bardeen,bardeen.ai,https://www.bardeen.ai,,2.2,,,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=BTWslvrI8OM,youtube_embed,Getting Started with Bardeen (2024) - YouTube,https://www.youtube.com/watch?v=0Bly2DG0JwM,youtube_embed,Bardeen Demo | AI Workflow Automation Tutorial for Newbies,https://www.youtube.com/watch?v=04KcPYrmQIU,youtube_embed,"Bardeen.ai Tutorial 2024: Pricing, Features, and Step-by ... - YouTube",https://www.youtube.com/watch?v=EIuyq2jQi2M,youtube_embed,Build a LinkedIn scraper with Bardeen and SmartSuite - YouTube,https://www.youtube.com/watch?v=QIcS4By_nos,youtube_embed,How To Leverage AI For Outreach - YouTube,,,,,,,,,,,,,,,
SAFE,,,,,Farmers Edge,farmersedge.com,https://www.farmersedge.com,,2.3,,,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=taB1YIUdi4g,youtube_embed,FarmCommand: Crop Manager - YouTube,https://www.youtube.com/watch?v=8VUrcvsdjHM,youtube_embed,FarmCommand Training: Calibrating Yield Maps on the Web,https://www.youtube.com/playlist?list=PLhmZ-U5JNQ-rdy47f5BbE_7TfC9EIk4Yq,youtube_embed,FarmCommand: How-to - YouTube,https://www.youtube.com/watch?v=2cfv51542Vk,youtube_embed,FarmCommand: Automatic Job Creation - YouTube,https://www.youtube.com/watch?v=535d0ExGvVE,youtube_embed,"Field Scouting: A Guide to Record Keeping, Observations ... - YouTube",,,,,,,,,,,,,,,
SAFE,,,,,Everfit,everfit.com,https://www.everfit.com,,3.0,,,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=lsbnfCyTxMM,youtube_embed,Everfit Mobile App and Web Platform Demo 2025 - YouTube,https://www.youtube.com/watch?v=4m0XN5TPUTI,youtube_embed,Everfit Client App Demo - YouTube,https://www.youtube.com/watch?v=effBk_9-9NA,youtube_embed,Everfit Newbie Tutorial | Personal Trainer Software Demo - YouTube,https://www.youtube.com/playlist?list=PL0ILtON0rxrdqGDqBJVWeejSxC9ncpscR,youtube_embed,Everfit Platform - YouTube,https://www.youtube.com/watch?v=WD5P7Uepj2E,youtube_embed,Everfit Platform (Basic Demo) - YouTube,,,,,,,,,,,,,,,
SAFE,,,,,Akita,akita.com,https://www.akita.com,,3.4,,2,Website Video Scrape,No,,,Yes,5,https://home.akitabox.com/category/demo/,unknown,Demo - AkitaBox,https://home.akitabox.com/video/2-minute-demo-capture-app-for-building-owners-operators/,unknown,2-Minute Demo: Capture App for Building Owners & Operators,https://home.akitabox.com/video/2-minute-demo-report-builder-in-akitabox-fca-software/,unknown,2-Minute Demo: Report Builder in AkitaBox FCA Software,https://www.youtube.com/watch?v=3sdAl0huY18,youtube_embed,Akita demo November 2022 - YouTube,https://home.akitabox.com/video/2-minute-demo-fca-software/,unknown,2-Minute Demo: AkitaBox FCA Software,,,,,,,,,,,,,,,
SAFE,,,,,Hemingway Editor,hemingwayeditor.com,https://www.hemingwayeditor.com,,4.0,,4,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=rd0MXgYupLc,youtube_embed,Is Hemingway Editor Plus the SECRET to Your Best Writing?,https://www.youtube.com/watch?v=ddaBuIzlnUs,youtube_embed,How to Use Hemingway Editor for Self-Editing Your Writing - YouTube,https://www.youtube.com/watch?v=5QoCCDM-4-k,youtube_embed,Hemingway Editor [Tutorial] - YouTube,https://www.youtube.com/watch?v=l8UnW97cq4E,youtube_embed,Transform Your Writing Instantly with Hemingway Editor! - YouTube,https://www.youtube.com/watch?v=EOzAziEmGjI,youtube_embed,Hemingway Editor AI to Improve Your Writing - YouTube,,,,,,,,,,,,,,,
SAFE,,,,,Instantly,instantly.com,https://www.instantly.com,,4.6,,,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=JH26_2D3dpc,youtube_embed,Instantly.ai Demo Walkthrough (by Co-Founder) - YouTube,https://www.youtube.com/watch?v=tVhslsVNOf4,youtube_embed,Full Instantly.ai Tutorial 2025 (Best Cold Email Software) - YouTube,https://www.youtube.com/watch?v=y9lrzQYm_Vk,youtube_embed,The ONLY Instantly AI Video You Need to Watch - YouTube,https://www.youtube.com/watch?v=fNUSoKu4Co8,youtube_embed,INSTANTLY.AI DEMO: The Best Cold Email Marketing Tool 2022,https://www.youtube.com/watch?v=sslgR4iinPQ,youtube_embed,How to Use Instantly AI For Beginners (Instantly AI Tutorial) - YouTube,,,,,,,,,,,,,,,
SAFE,,,,,All in One SEO,allinoneseo.com,https://www.allinoneseo.com,,6.0,,,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=ueFQ246Y--g,youtube_embed,SE Ranking Review with Demo - An All-in-one SEO software!,https://www.youtube.com/watch?v=LwJOX4JGPsc,youtube_embed,Best All-in-One SEO Tool for Beginners & Small Businesses?,https://www.youtube.com/watch?v=JpQ6R0uPesk,youtube_embed,All In One SEO Generator 2.0 Tutorial - Custom Images ... - YouTube,https://www.youtube.com/watch?v=9SJy-WQcaPA,youtube_embed,Seobility Tutorial | All-in-One SEO Tool Introduction | English,https://www.youtube.com/watch?v=cA3Gp1yKZuc,youtube_embed,All-in-one SEO Software - Initial Impressions & Is it Worth It? - YouTube,,,,,,,,,,,,,,,
SAFE,,,,,Bolt.new,boltnew.com,https://www.boltnew.com,,6.0,,,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=TfmNL_0zaq8,youtube_embed,Build Web Apps in Minutes with AI: Bolt.new in Action! - YouTube,https://www.youtube.com/watch?v=lDMhK8DamuE,youtube_embed,Bolt.new Tutorial for Beginners (the Cursor AI and V0 Killer) - YouTube,https://www.youtube.com/watch?v=0_Ij8FEvY4U,youtube_embed,The ultimate guide to Bolt.new | Build apps with AI (step-by-step),https://www.youtube.com/watch?v=iCwxkm2PkQE,youtube_embed,️ Build an app and deploy it with Bolt.new and Expo | AI Coder,https://www.youtube.com/watch?v=i0bQ495vMBA,youtube_embed,"Build anything with bolt.new, here's how - YouTube",,,,,,,,,,,,,,,
SAFE,,,,,Column,tribby3d.com,https://tribby3d.com/blog/new-youtube-video-of-the-free-column-load-calculator-%F0%9F%8E%A5/,,6.0,1397,211,Website Video Scrape,No,,,Yes,4,https://www.youtube.com/watch?v=0sR7peVBNPk,youtube_embed,Community Demo - Column formatting design mode - YouTube,https://www.youtube.com/watch?v=MD4wodwfJx0,youtube_embed,Formula Column Working Demo Model Driven App Power Apps,https://www.youtube.com/watch?v=5ZPT50qxrUo,youtube_embed,Custom Column Creation - YouTube,https://www.youtube.com/watch?v=U3Xa6IU6Kqk,youtube_embed,Managing Columns with Streak's Column Manager - YouTube,,,,,,,,,,,,,,,,,,
BLOCKED,Figma product,Figma,Customer,AI_PARENT_SUBSIDIARY,FigJam,figjammobile.com,https://www.figjammobile.com/demo-videos/,,6.0,11,4,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=PRgfc8fzu0k,youtube_embed,Learn FigJam in Under 10 Minutes! - YouTube,https://www.figjammobile.com/demo-videos/,unknown,Demo Videos - FIGJAM,https://www.youtube.com/watch?v=dNJmTqHLZH8,youtube_embed,FigJam AI Demo (Figjam by Figma Virtual Whiteboard) - YouTube,https://www.figma.com/demo/,unknown,See a demo of Figma,https://www.youtube.com/watch?v=giCx1LPizXU,youtube_embed,How to use FigJam for diagramming - YouTube,,,,,,,,,,,,,,,
SAFE,,,,,ChromaDB,chromadb.com,https://www.chromadb.com,,7.0,,2,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=8KrTO9bS91s,youtube_embed,Complete Tutorial on Vector Database | Generative AI - YouTube,https://www.youtube.com/watch?v=nXzr3zAajCI,youtube_embed,ChromaDB Hierarchy: Organizing Collections & Documents - YouTube,https://www.youtube.com/hashtag/chromadb,youtube_embed,ChromaDB - - YouTube,https://www.youtube.com/watch?v=acgC9NsQPCg,youtube_embed,Smart RAG-Based Document Assistant | Llama 3 & ChromaDB Demo,https://www.youtube.com/watch?v=gPeISscH4ZY,youtube_embed,"Jeff Dean Performance Hints, Pro UI with AI & ChromaDB Hands-On",,,,,,,,,,,,,,,
SAFE,,,,,Codefresh,https://codefresh.io/,https://https://codefresh.io/,,7.0,,,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=WKgX5rQXa6o,youtube_embed,Codefresh Demo Webinar - YouTube,https://www.youtube.com/watch?v=52qGtbf8ouY,youtube_embed,Demo of Codefresh | Supply Chain Security and CI/CD Built on Argo,https://www.youtube.com/playlist?list=PL8mgsmlx4BWXQUuAOY-JOwphVlMDHEwUx,youtube_embed,Codefresh Software Delivery Platform - YouTube,https://www.youtube.com/watch?v=EsIK70Cvioc,youtube_embed,All Things CI/CD (Codefresh 101 webinar series) - YouTube,https://www.youtube.com/@CodefreshCICD/videos,youtube_embed,Codefresh - YouTube,,,,,,,,,,,,,,,
SAFE,,,,,Envato Elements,envatoelements.com,https://www.envatoelements.com,,7.0,,,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=6lWPkzxAvng,youtube_embed,How to Use Envato Elements for Beginners (2026) - YouTube,https://www.youtube.com/watch?v=msgStSt9xKA,youtube_embed,Beginner's Guide To Envato Elements - YouTube,https://www.youtube.com/playlist?list=PLf4uxPEDYdlugR915Kzuu-d4rdFHX32yW,youtube_embed,Envato elements tutorials - YouTube,https://www.youtube.com/watch?v=ICJv9XGfaZc,youtube_embed,How to Make a Website Quickly Using Envato Elements - YouTube,https://vimeo.com/envatoelements,vimeo,Envato Elements - Vimeo,,,,,,,,,,,,,,,
SAFE,,,,,Harbor,realclear.software,https://realclear.software/lease-harbor-rcs-demos/,,7.0,18,14,Website Video Scrape,No,,,Yes,4,https://www.youtube.com/watch?v=Rs3zByxI8aY,youtube_embed,Webinar: Intro to Harbor - YouTube,https://www.youtube.com/watch?v=3nTdgK9R0F8,youtube_embed,DEMO: How to use Access Control in Harbor - YouTube,https://www.youtube.com/watch?v=u8nxky-6Q9c,youtube_embed,Harbor 2.5.0 - Cosign and replication demo - Orlin Vasilev - YouTube,https://www.youtube.com/watch?v=o2vhyZO8A8I,youtube_embed,Harbor Private Container Registry for Docker and Kubernetes,,,,,,,,,,,,,,,,,,
SAFE,,,,,Inato,marche.health,https://marche.health/product-profile/features/U2FsdGVkX1xMl3JkeblLN0mJ70ArxsLZRMt3ltmjpU2SNTrxMl3JkIxGoj1HXK0PRiiW6Nqqvt/U2FsdGVkX19ssVg4sTw0WGUrET3RDcd3PPor21LdEwl50kGZXdm2BUlIY98chrK9O3IRZb,,8.0,1,4,Website Video Scrape,No,,,Yes,2,https://www.youtube.com/watch?v=MS57a8zQPmE,youtube_embed,Live With CRIO For A Demo and An Interview! - YouTube,https://www.youtube.com/channel/UCjFGTOGY9cqKjL73Zab5w7A/videos,youtube_embed,CRIO Clinical Research Solutions - YouTube,,,,,,,,,,,,,,,,,,,,,,,,
SAFE,,,,,CloudTalk,cloudtalk.com,https://www.cloudtalk.com,,9.0,,,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=3I6Ygequ1H0,youtube_embed,CloudTalk Onboarding: Introduction To CloudTalk - YouTube,https://www.youtube.com/channel/UCIVoouQBQ9u6ahSJJ7f5orQ,youtube_embed,CloudTalk - YouTube,https://www.youtube.com/watch?v=P6YRsqeYNVU,youtube_embed,Getting Started With CloudTalk - YouTube,https://www.youtube.com/watch?v=0Pod6O5DcZM,youtube_embed,How To Use CloudTalk - Beginners Guide Tutorial 2022 - YouTube,https://www.youtube.com/watch?v=H7aS1_j8sBI,youtube_embed,CloudTalk AI Agent - Your New AI Employee That Never Sleeps,,,,,,,,,,,,,,,
BLOCKED,"Was part of Expedia, now Amex GBT",Expedia Group,Opportunity,AI_PARENT_SUBSIDIARY,Egencia,egencia.be,https://www.egencia.be/en/watch-demo,,9.0,238,11,Website Video Scrape,No,,,Yes,2,https://www.youtube.com/watch?v=E6cbxHkKDKg,youtube_embed,Egencia Training Video for Ten-X - YouTube,https://www.youtube.com/watch?v=5rqWEVKoQTI,youtube_embed,How Egencia Out-Innovated Its Business Travel Rivals - YouTube,,,,,,,,,,,,,,,,,,,,,,,,
SAFE,,,,,ImageKit,https://imagekit.io/,https://https://imagekit.io/,,9.0,70,4,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=guD6QkrEa6Y,youtube_embed,"ImageKit Demo - Image and video optimizations, transformations ...",https://www.youtube.com/playlist?list=PLHMsBwDlzJRy9Y3xPpHZWjx_aRW5IOQQd,youtube_embed,ImageKit's Digital asset management solution - YouTube,https://www.youtube.com/watch?v=fyaisf7jYDU,youtube_embed,Digital Asset Management DEMO | 5-Minute DAM overview | ImageKit,https://www.youtube.com/watch?v=qlov8iOO-y8,youtube_embed,Get Started with ImageKit | Digital Asset Management - YouTube,https://www.youtube.com/watch?v=Xq9ZN1kUkMA,youtube_embed,Image Optimisation with AI using ImageKit - YouTube,,,,,,,,,,,,,,,
SAFE,,,,,Bbot,bots.bosstsc.com,https://bots.bosstsc.com/,,10.0,,,Website Video Scrape,No,,,Yes,3,https://www.youtube.com/watch?v=Gni_JpO69Sk,youtube_embed,Tool Demo – BBOT | The Techromancer | WWHF Deadwood 2022,https://www.youtube.com/watch?v=0dbJwUoSOOQ,youtube_embed,Directory Busting with BBOT - YouTube,https://www.youtube.com/watch?v=K8q1_5VsRe0,youtube_embed,Bbot | Smart Ordering - Quick Demo - YouTube,,,,,,,,,,,,,,,,,,,,,
SAFE,,,,,CodeRabbit,coderabbit.com,https://www.coderabbit.com,,10.0,,,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=9Prrk4KQF24,youtube_embed,CodeRabbit: The AI That Reviews Your Code for Free - YouTube,https://www.youtube.com/@CodeRabbitAI,youtube_embed,CodeRabbit,https://www.youtube.com/watch?v=y2ifYBDcHEg,youtube_embed,CodeRabbit Review - (2026) I Tried AI For Automated Code Reviews,https://www.youtube.com/watch?v=6EKzBVblQjs,youtube_embed,I Found the BEST AI Tool to Review Your Code... and it's Free ...,https://www.youtube.com/watch?v=37wp56EOWUE,youtube_embed,Intro to CodeRabbit - YouTube,,,,,,,,,,,,,,,
SAFE,,,,,Deed,deedchek.com,https://www.deedchek.com/multimedia/demovids.html,,10.0,22,9,Website Video Scrape,No,,,Yes,5,https://www.deedchek.com/multimedia/demovids.html,unknown,Demonstration Videos - Deed plotting software,https://www.youtube.com/watch?v=6BMetjU11T8,youtube_embed,Deed-Chek and Subdivide Software Demonstration - YouTube,https://www.youtube.com/watch?v=DZuZsus4Buk,youtube_embed,Deed Plotting and Subdivision Layout software from AGT - YouTube,https://www.youtube.com/watch?v=8IV0E_OsUNs,youtube_embed,Plotting a deed from text - YouTube,https://www.youtube.com/watch?v=3NlrQArGbEY,youtube_embed,Entering a deed in the Deed-Chek deed plotting software. - YouTube,,,,,,,,,,,,,,,
BLOCKED,Divvy acquired by Bill.com,Bill.com,Prospect,AI_PARENT_SUBSIDIARY,Divvy,divvydigital.com,https://divvydigital.com/adding-content-to-your-playlist-in-generate/,,10.0,117,64,Website Video Scrape,No,,,Yes,2,https://www.youtube.com/watch?v=T9_FSi7YYKE,youtube_embed,Divvy Expense Tutorial For Beginners - How To Use ... - YouTube,https://www.youtube.com/watch?v=5qVT9RFb1SM,youtube_embed,Divvy BILL Spend & Expense Tutorial + Top 3 Business Credit Cards,,,,,,,,,,,,,,,,,,,,,,,,
SAFE,,,,,Fluxx,fluxx.com,https://www.fluxx.com,,10.0,,,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=m4CY1XYcm1s,youtube_embed,Creating a Fluxx Account Demonstration Video - YouTube,https://www.youtube.com/watch?v=qwUFiHmfQsA,youtube_embed,Welcome to Fluxx Grantseeker - YouTube,https://www.youtube.com/watch?v=A4JlaNBugRU,youtube_embed,How to Apply: Using Fluxx - YouTube,https://www.youtube.com/@fluxx5452,youtube_embed,Fluxx - YouTube,https://www.youtube.com/watch?v=tnO81wH7Xbo,youtube_embed,Fluxx Grants Management Software Informational Webinar - YouTube,,,,,,,,,,,,,,,
SAFE,,,,,Beacons,https://beacons.ai/,https://https://beacons.ai/,,11.0,,,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=aBdBSI2nc2A,youtube_embed,Beacons AI Tutorial FASTEST Way to Setup Beacons AI - YouTube,https://www.youtube.com/watch?v=-E6PdV55DVs,youtube_embed,Beacons Link in Bio (FULL OVERVIEW) - YouTube,https://vimeo.com/264451220,vimeo,Beacons demo on Vimeo,https://www.youtube.com/watch?v=DbEr_zmfQwY,youtube_embed,Beacons AI Review 2025 (Is Beacons.ai Legit?) - YouTube,https://www.youtube.com/watch?v=JN1Sx-c5_1I,youtube_embed,This Simple Tool Gets You Brand Deals FAST! (Beacons ... - YouTube,,,,,,,,,,,,,,,
SAFE,,,,,CWT,cwt.com,https://www.cwt.com,,11.0,,,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/@exceldistancecalculators/shorts,youtube_embed,Excel Distance Calculators | CWT - YouTube,https://www.youtube.com/watch?v=SxYn1kkCQ8Y,youtube_embed,RANDY NEAL CWT DEMO Multi-Bal 5000 [PAY ATTENTION @1:00 ...,https://www.youtube.com/watch?v=7BJlWO18GjU,youtube_embed,CWT Apex Series Digital Flatbed Cutters Overview - YouTube,https://www.youtube.com/watch?v=29cAB77KFxc,youtube_embed,CWT (Crease Wheel Tool) Explained - JWEI JCUT - YouTube,https://www.youtube.com/watch?v=38VsJ1HA4Gw,youtube_embed,Fast Finishing with the CWT Work Table- Grant Graphics - YouTube,,,,,,,,,,,,,,,
SAFE,,,,,Almanac,almanac.in-jet.eu,https://www.almanac.in-jet.eu/news.php?readmore=24,,12.0,,,Website Video Scrape,No,,,Yes,1,https://www.youtube.com/watch?v=GixEzZbdBDY,youtube_embed,Paxton PaxLock Pro | Almanac Ep. 27 - YouTube,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLOCKED,Microsoft product,Microsoft,Customer,AI_PARENT_SUBSIDIARY,Dynamics 365,endeavour365.ca,https://www.endeavour365.ca/videos/,,13.0,28,24,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=NZGDWiOlU-Y,youtube_embed,Dynamics 365 Business Central Demo (Introduction) - YouTube,https://www.youtube.com/watch?v=ktbXZ-6ZXZk,youtube_embed,Dynamics 365 Sales (CRM) Demo - YouTube,https://www.endeavour365.ca/videos/,unknown,CRM Videos - Microsoft Dynamics 365 - Endeavour365 for CRM,https://www.youtube.com/watch?v=dUoNyKFI8HA,youtube_embed,Dynamics 365 Customer Service Demo - YouTube,https://www.endeavour365.ca/videos/service-demo/,unknown,Videos - Customer Service Excellence with Microsoft Dynamics 365,,,,,,,,,,,,,,,
SAFE,,,,,Fluidly,financebox.co.uk,https://financebox.co.uk/articles/2021-11-14-every-superhero-needs-a-sidekick-interview-with-fluidly,,13.0,1454,337,Website Video Scrape,No,,,Yes,1,https://www.youtube.com/watch?v=5KFdBj9qBRg,youtube_embed,Fluidly Demonstration with Luke Hemsley - YouTube,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLOCKED,Exact name match,Chime,Opportunity,NAME_EXACT,Chime,addchime.com,https://www.addchime.com/videos.html,,14.0,25,7,Website Video Scrape,No,,,Yes,4,https://www.youtube.com/watch?v=AasKFLpKS5I,youtube_embed,Demo On Chime - YouTube,https://www.youtube.com/watch?v=QAR8ZO2TS8s,youtube_embed,Chime CRM Tutorial | A Step By Step Beginner Guide - YouTube,https://www.youtube.com/watch?v=ukPeOqUTRQY,youtube_embed,Chime - Time and Attendance - YouTube,https://www.addchime.com/videos.html,unknown,Chime Videos | Service Desk Software,,,,,,,,,,,,,,,,,,
SAFE,,,,,Fathom Analytics,fathomanalytics.com,https://www.fathomanalytics.com,,14.0,,,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=hkhKuMYvVtE,youtube_embed,"Fathom Analytics, dashboard walk-through and demo. - YouTube",https://www.youtube.com/watch?v=xeKepYU0OQI,youtube_embed,Fathom Analytics Dashboard Walk-through (Jan 2024 update),https://www.youtube.com/watch?v=RN1BUVVgAi8,youtube_embed,Fathom Analytics Dashboard Walk-through (Sept 2021 Update),https://www.youtube.com/hashtag/fathomanalytics,youtube_embed,FathomAnalytics - - YouTube,https://www.youtube.com/watch?v=XIsIGZQ38Hk,youtube_embed,Fathom Analytics - Dashboard Walkthrough - YouTube,,,,,,,,,,,,,,,
SAFE,,,,,Homebase,https://www.joinhomebase.com/,https://https://www.joinhomebase.com/,,14.0,926,3,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=KB05s_vmiOk,youtube_embed,How to Use Homebase for Effective Employee Scheduling - YouTube,https://www.youtube.com/watch?v=T0UpxGCBbUc,youtube_embed,HomeBase Tutorial For Beginners (2026) - YouTube,https://www.youtube.com/watch?v=76Cf6neX8Uo,youtube_embed,How To Use Homebase For Beginners - YouTube,https://www.youtube.com/watch?v=3igUAVFojYE,youtube_embed,Building a Schedule with Homebase - YouTube,https://www.youtube.com/watch?v=Q74Eqw3k2OI,youtube_embed,"Homebase Overview - Top Features, Pros & Cons, and Alternatives",,,,,,,,,,,,,,,
SAFE,,,,,Amity,amity.com,https://www.amity.com,,15.0,,,Website Video Scrape,No,,,Yes,4,https://www.youtube.com/@Getamity,youtube_embed,Amity - YouTube,https://www.youtube.com/watch?v=J-Ad4KSH_-4,youtube_embed,Sugarcane Management Software - YouTube,https://www.facebook.com/amitysoftwarelimited/videos/sugarcane-management-software/198117208130505/,unknown,critical software solutions. The sugarcane management ... - Facebook,https://m.youtube.com/watch?v=CoL0EOSPkpE,youtube_embed,Commodity Grading Software - YouTube,,,,,,,,,,,,,,,,,,
SAFE,,,,,Ember,embersoftware.com,https://www.embersoftware.com/book-demo,,16.0,284,26,Website Video Scrape,No,,,Yes,3,https://www.youtube.com/watch?v=CGiB7l1MO_s,youtube_embed,Ember Tutorial [My Way] - Accounting Software for Sole ... - YouTube,https://www.youtube.com/watch?v=-Ury2S9Y-4Q,youtube_embed,easy ember app demo - YouTube,https://www.youtube.com/watch?v=lHQB7DxgFbg,youtube_embed,Ember TypeScript Preview Types demo - YouTube,,,,,,,,,,,,,,,,,,,,,
SAFE,,,,,EIS,eis.com,https://www.eis.com,,18.0,4,1,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/playlist?list=PLis3ia9jQ38xbjxNMEhU95qt-7zyyWjvL,youtube_embed,DEMO EIS SM & AUDIT Nov-23 - YouTube,https://www.youtube.com/watch?v=ImLYhlCVn7E,youtube_embed,Introduction to EIS Quality Indicators - THD tutorial - BioLogic,https://www.youtube.com/watch?v=YKih90Hlk3o,youtube_embed,"AfterMath EIS Circuit Fitting Software, Kramers-Kronig Analysis",https://www.youtube.com/watch?v=Sqqxs6YRLPQ,youtube_embed,EIS Portal Coating Operation Demo-20250226_162710 - YouTube,https://www.youtube.com/watch?v=DKOLnwI-cbM,youtube_embed,Plot EIS USING ZSimpWin - YouTube,,,,,,,,,,,,,,,
SAFE,,,,,FoodCost Pro,foodcostpro.ch,https://www.foodcostpro.ch/,,18.0,,,Website Video Scrape,No,,,Yes,1,https://www.youtube.com/watch?v=XX2xugkUKxI,youtube_embed,Ahorra hasta $1000/mes en tu restaurante con este sistema - YouTube,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLOCKED,Google product,Alphabet,Customer,AI_PARENT_SUBSIDIARY,Google Forms,googleforms.com,https://www.googleforms.com,,18.0,7,75,Website Video Scrape,No,,,Yes,5,https://www.youtube.com/watch?v=AhpX0-cb07w,youtube_embed,"STOP Wasting Time on Paperwork, Use Google Forms Instead!",https://www.youtube.com/watch?v=xyq4N0GC2bU,youtube_embed,How to Create Google Form - YouTube,https://www.youtube.com/watch?v=w5f73wZoXsw,youtube_embed,How to Create Google Forms with Conditional Logic ... - YouTube,https://www.youtube.com/watch?v=DVE68oG5xd4,youtube_embed,How to Use Google Forms for Tasks & Notes (Easy Tutorial) - YouTube,https://www.youtube.com/watch?v=bshAp-SbkqU,youtube_embed,Google Form Demo - YouTube,,,,,,,,,,,,,,,
BLOCKED,Freshworks product,Freshworks,Customer,AI_PARENT_SUBSIDIARY,Freshdesk Field Service,webmarketing.academy,https://webmarketing.academy/en/freshdesk/,,20.0,220,415,Website Video Scrape,No,,,Yes,1,https://www.youtube.com/watch?v=YTQDEcEk_V0,youtube_embed,Field Service Management For Freshdesk - Fieldproxy (FSM App ...,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLOCKED,Google product,Alphabet,Customer,AI_PARENT_SUBSIDIARY,Google Workspace,googleworkspace.com,https://www.googleworkspace.com,,20.0,,,Website Video Scrape,No,,,Yes,3,https://www.youtube.com/watch?v=7YE7jX1Xg7g,youtube_embed,Google Workspace Tutorial For Small Business 2025 - YouTube,https://www.youtube.com/googleworkspace,youtube_embed,Google Workspace - YouTube,https://www.youtube.com/watch?v=9oUJA7AK27A,youtube_embed,Google Workspace Introduction (What is it + Getting Started),,,,,,,,,,,,,,,,,,,,,
SAFE,,,,,Agari,agarikitchen.com,https://agarikitchen.com/,,21.0,1344,4,Website Video Scrape,No,,,Yes,2,https://www.youtube.com/watch?v=GYLuuLE4jyc,youtube_embed,What is Agari and Does My Company Need It? - YouTube,https://emailsecurity.fortra.com/products/secure-icap-gateway/demo,unknown,Clearswift Secure ICAP Gateway | Demo Request - Agari,,,,,,,,,,,,,,,,,,,,,,,,
